Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsSinceLastPromotion
42,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1860,Very High,Male,High,1,Laboratory Technician,High,Single,3968,Excellent,Very High,8,Better,0
32,Yes,Travel_Rarely,Sales,2,Master,Marketing,1862,High,Male,Medium,2,Sales Executive,Medium,Single,9907,Excellent,High,7,Good,2
46,No,Travel_Rarely,Sales,3,Bachelor,Technical Degree,1863,Low,Female,Very High,4,Sales Executive,Low,Divorced,13225,Excellent,Very High,25,Better,2
27,No,Travel_Rarely,Sales,23,Below College,Medical,1864,Medium,Female,Medium,2,Sales Representative,High,Married,3540,Outstanding,Very High,9,Better,5
29,No,Travel_Rarely,Human Resources,6,Below College,Medical,1865,Very High,Male,Medium,1,Human Resources,Medium,Married,2804,Excellent,Very High,1,Better,0
43,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1866,Low,Female,Medium,5,Manager,High,Married,19392,Excellent,Very High,21,Better,6
48,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1867,Very High,Male,Medium,5,Research Director,Medium,Married,19665,Excellent,Very High,29,Better,12
29,Yes,Travel_Frequently,Research & Development,24,College,Life Sciences,1868,Very High,Male,Medium,1,Research Scientist,Very High,Single,2439,Outstanding,Medium,1,Good,1
46,Yes,Travel_Rarely,Sales,10,Bachelor,Life Sciences,1869,High,Female,High,3,Sales Executive,Medium,Married,7314,Outstanding,High,14,Better,0
27,No,Travel_Frequently,Research & Development,15,Bachelor,Life Sciences,1870,Very High,Female,Medium,1,Research Scientist,Low,Married,4774,Excellent,Very High,8,Good,7
39,No,Travel_Rarely,Research & Development,19,Master,Other,1871,Very High,Male,High,2,Research Scientist,Very High,Divorced,3902,Excellent,Medium,7,Better,2
55,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1873,Medium,Male,Medium,1,Research Scientist,Very High,Married,2662,Outstanding,Medium,19,Best,0
28,No,Travel_Rarely,Sales,3,Bachelor,Medical,1875,Medium,Female,High,1,Sales Representative,Medium,Married,2856,Excellent,Very High,1,Better,0
30,Yes,Travel_Rarely,Sales,9,Bachelor,Medical,1876,Medium,Male,High,1,Sales Representative,Very High,Single,1081,Excellent,High,1,Good,0
22,Yes,Travel_Rarely,Research & Development,7,Below College,Life Sciences,1878,Very High,Male,High,1,Research Scientist,Medium,Single,2472,Outstanding,Low,1,Better,0
36,No,Travel_Rarely,Sales,10,Master,Technical Degree,1880,Medium,Female,Medium,2,Sales Executive,High,Married,5673,Excellent,Low,10,Better,1
31,No,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,1881,Medium,Male,High,2,Laboratory Technician,High,Divorced,4197,Excellent,Low,10,Better,0
34,No,Travel_Rarely,Sales,4,Bachelor,Life Sciences,1882,High,Male,High,3,Sales Executive,Very High,Married,9713,Excellent,Very High,9,Better,1
29,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1883,Very High,Male,High,1,Laboratory Technician,Low,Single,2062,Excellent,Medium,11,Better,1
37,No,Travel_Rarely,Research & Development,7,Master,Medical,1885,Very High,Male,High,2,Research Scientist,Low,Married,4284,Outstanding,High,16,Better,0
35,No,Travel_Rarely,Research & Development,16,College,Other,1886,Very High,Female,Medium,2,Manufacturing Director,Medium,Married,4788,Excellent,Very High,4,Better,0
45,No,Travel_Rarely,Research & Development,25,College,Life Sciences,1888,Medium,Female,Medium,2,Manufacturing Director,Very High,Married,5906,Excellent,Very High,10,Good,3
36,No,Travel_Frequently,Human Resources,2,Below College,Human Resources,1890,Medium,Male,Medium,2,Human Resources,Very High,Single,3886,Outstanding,Very High,10,Good,0
40,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1892,Low,Male,High,4,Manager,Low,Divorced,16823,Excellent,Low,22,Better,11
26,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1893,Medium,Female,Medium,1,Research Scientist,High,Married,2933,Excellent,High,1,Good,1
27,No,Travel_Rarely,Sales,2,College,Medical,1898,Low,Female,Very High,2,Sales Executive,High,Single,6500,Excellent,Medium,9,Good,0
48,No,Travel_Frequently,Research & Development,22,Bachelor,Medical,1900,Very High,Female,High,4,Manager,Very High,Divorced,17174,Excellent,Medium,24,Better,4
44,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1903,Medium,Male,Very High,2,Healthcare Representative,Low,Married,5033,Excellent,Very High,10,Better,2
34,Yes,Non-Travel,Research & Development,16,Master,Technical Degree,1905,Very High,Male,Low,1,Research Scientist,Low,Married,2307,Outstanding,Medium,5,Better,3
56,Yes,Travel_Rarely,Research & Development,24,College,Life Sciences,1907,Low,Male,High,1,Laboratory Technician,Very High,Single,2587,Excellent,Very High,5,Better,1
36,No,Travel_Rarely,Sales,17,College,Marketing,1908,High,Male,Medium,2,Sales Executive,Medium,Married,5507,Excellent,High,12,Bad,1
41,No,Travel_Rarely,Sales,8,Bachelor,Marketing,1909,High,Female,High,2,Sales Executive,Medium,Married,4393,Outstanding,High,14,Better,1
42,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1911,High,Male,High,3,Research Director,Low,Married,13348,Excellent,Medium,18,Best,5
31,No,Travel_Rarely,Sales,10,College,Medical,1912,High,Female,High,2,Sales Executive,Very High,Divorced,6583,Excellent,Very High,8,Better,1
34,No,Travel_Rarely,Sales,3,Below College,Medical,1915,Very High,Female,Medium,2,Sales Executive,Very High,Married,8103,Excellent,High,9,Good,0
31,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,1916,Low,Female,Very High,1,Laboratory Technician,High,Divorced,3978,Excellent,Medium,4,Good,2
26,No,Travel_Frequently,Research & Development,6,Bachelor,Other,1918,High,Male,Very High,1,Laboratory Technician,Very High,Married,2544,Excellent,Low,8,Better,7
45,No,Travel_Frequently,Research & Development,1,Master,Medical,1922,Medium,Male,High,2,Healthcare Representative,High,Single,5399,Excellent,High,12,Better,0
33,No,Travel_Rarely,Sales,10,Master,Marketing,1924,Medium,Male,High,2,Sales Executive,High,Single,5487,Excellent,Medium,10,Good,0
28,No,Travel_Frequently,Sales,1,College,Life Sciences,1927,High,Male,Medium,2,Sales Executive,Very High,Married,6834,Excellent,High,7,Better,0
29,Yes,Travel_Frequently,Sales,24,Bachelor,Technical Degree,1928,High,Male,Very High,1,Sales Representative,Low,Single,1091,Excellent,Very High,1,Better,0
39,No,Non-Travel,Sales,21,Master,Life Sciences,1929,Low,Female,Low,2,Sales Executive,High,Married,5736,Excellent,High,10,Better,1
27,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1931,Medium,Male,High,1,Research Scientist,Medium,Married,2226,Excellent,High,6,Good,1
34,No,Travel_Frequently,Research & Development,22,Master,Other,1932,High,Male,Medium,2,Research Scientist,Very High,Married,5747,Excellent,Medium,16,Better,6
28,Yes,Travel_Rarely,Sales,13,College,Marketing,1933,Very High,Female,High,2,Sales Executive,High,Single,9854,Excellent,Very High,6,Better,2
47,No,Non-Travel,Research & Development,14,Master,Technical Degree,1934,High,Male,High,2,Research Scientist,Medium,Married,5467,Excellent,High,16,Best,1
56,No,Travel_Rarely,Sales,11,Doctor,Marketing,1935,Very High,Female,Medium,2,Sales Executive,Low,Married,5380,Excellent,High,6,Better,0
39,No,Travel_Rarely,Research & Development,9,College,Medical,1936,Low,Male,High,2,Manufacturing Director,Low,Married,5151,Outstanding,Very High,10,Better,7
38,No,Travel_Frequently,Research & Development,8,Bachelor,Medical,1937,Very High,Female,Medium,2,Research Scientist,Medium,Divorced,2133,Excellent,High,20,Better,0
58,No,Travel_Rarely,Sales,21,Bachelor,Life Sciences,1938,Very High,Female,High,4,Manager,Very High,Married,17875,Excellent,High,29,Good,0
32,Yes,Travel_Frequently,Research & Development,5,College,Life Sciences,1939,Low,Female,Very High,1,Research Scientist,High,Single,2432,Excellent,Low,8,Better,0
38,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1940,Medium,Male,High,1,Research Scientist,Very High,Divorced,4771,Excellent,Very High,10,Best,0
49,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1941,Medium,Male,High,5,Research Director,Very High,Married,19161,Excellent,Very High,28,Better,4
42,No,Travel_Rarely,Sales,12,Master,Marketing,1943,Medium,Male,High,2,Sales Executive,Very High,Divorced,5087,Excellent,High,14,Better,0
27,Yes,Travel_Frequently,Human Resources,22,Bachelor,Human Resources,1944,Low,Female,Medium,1,Human Resources,Medium,Married,2863,Excellent,Low,1,Better,0
35,No,Travel_Rarely,Sales,18,Master,Medical,1945,Medium,Male,High,2,Sales Executive,Low,Married,5561,Excellent,Very High,6,Bad,0
28,No,Non-Travel,Research & Development,16,Bachelor,Medical,1947,High,Male,High,1,Research Scientist,High,Single,2144,Excellent,High,5,Good,1
31,No,Non-Travel,Research & Development,3,College,Medical,1948,High,Male,High,1,Research Scientist,Low,Divorced,3065,Excellent,Very High,4,Best,2
36,No,Non-Travel,Research & Development,9,Master,Life Sciences,1949,Low,Male,Very High,1,Laboratory Technician,Medium,Married,2810,Outstanding,Medium,5,Better,0
34,No,Travel_Rarely,Sales,1,Bachelor,Marketing,1950,Low,Male,High,3,Sales Executive,Very High,Single,9888,Outstanding,Low,14,Good,2
34,No,Travel_Rarely,Sales,13,Master,Medical,1951,Very High,Male,High,3,Sales Executive,High,Divorced,8628,Excellent,High,9,Good,1
26,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1952,High,Male,High,1,Laboratory Technician,Low,Single,2867,Excellent,Very High,8,Good,7
29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1954,Low,Male,High,2,Healthcare Representative,Low,Married,5373,Excellent,Low,6,Good,0
32,No,Non-Travel,Research & Development,15,Master,Medical,1955,High,Female,High,2,Healthcare Representative,Very High,Divorced,6667,Excellent,Medium,9,Better,1
31,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1956,Very High,Male,Low,2,Research Scientist,Low,Married,5003,Outstanding,Medium,10,Better,8
28,Yes,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,1960,High,Male,Medium,1,Laboratory Technician,Very High,Divorced,2367,Excellent,Low,6,Good,0
38,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1961,Low,Male,Medium,1,Sales Representative,Low,Single,2858,Excellent,Low,20,Good,0
35,No,Travel_Rarely,Sales,7,Master,Life Sciences,1962,High,Female,High,2,Sales Executive,Very High,Married,5204,Excellent,Very High,10,Better,0
27,No,Travel_Rarely,Sales,9,Bachelor,Marketing,1965,Very High,Male,High,2,Sales Executive,Very High,Single,4105,Excellent,Low,7,Better,0
32,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,1966,Very High,Male,Medium,2,Manufacturing Director,Very High,Single,9679,Outstanding,Medium,8,Better,0
31,Yes,Travel_Frequently,Sales,26,Master,Marketing,1967,Low,Male,High,2,Sales Executive,Very High,Married,5617,Excellent,High,10,Better,0
53,Yes,Travel_Rarely,Sales,24,Master,Life Sciences,1968,Low,Male,High,3,Sales Executive,Low,Single,10448,Excellent,Medium,15,Good,2
54,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1969,Low,Female,High,2,Research Scientist,High,Married,2897,Excellent,High,9,Good,2
33,No,Travel_Frequently,Research & Development,7,College,Life Sciences,1970,Very High,Male,High,2,Healthcare Representative,High,Divorced,5968,Outstanding,High,9,Better,2
43,No,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,1971,Low,Male,High,3,Healthcare Representative,High,Married,7510,Excellent,Medium,10,Better,0
38,No,Travel_Frequently,Human Resources,1,Master,Other,1972,Very High,Male,High,1,Human Resources,Medium,Married,2991,Excellent,Medium,7,Better,1
55,No,Travel_Rarely,Human Resources,26,Master,Human Resources,1973,High,Male,Very High,5,Manager,Medium,Married,19636,Excellent,Low,35,Better,1
31,No,Travel_Rarely,Research & Development,2,Below College,Medical,1974,Very High,Female,Low,1,Laboratory Technician,Very High,Divorced,1129,Excellent,High,1,Better,0
39,No,Travel_Rarely,Sales,15,Master,Marketing,1975,Medium,Male,High,4,Sales Executive,Low,Single,13341,Excellent,Low,21,Better,11
42,No,Non-Travel,Research & Development,23,College,Life Sciences,1976,Very High,Male,Medium,2,Research Scientist,High,Single,4332,Excellent,Very High,20,Better,3
31,No,Non-Travel,Research & Development,10,Bachelor,Medical,1979,High,Female,High,3,Research Director,High,Married,11031,Outstanding,High,13,Best,4
54,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1980,High,Female,High,2,Manufacturing Director,Low,Single,4440,Excellent,Very High,9,Better,1
24,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1981,Medium,Male,Medium,2,Healthcare Representative,High,Single,4617,Excellent,Medium,4,Good,1
23,No,Travel_Rarely,Research & Development,12,College,Other,1982,Very High,Male,High,1,Laboratory Technician,Very High,Single,2647,Excellent,High,5,Best,1
40,No,Travel_Frequently,Research & Development,11,Bachelor,Technical Degree,1985,Very High,Female,High,2,Laboratory Technician,High,Married,6323,Excellent,Low,10,Best,9
40,No,Travel_Rarely,Sales,2,College,Marketing,1986,Medium,Female,High,2,Sales Executive,Medium,Married,5677,Excellent,High,15,Better,5
25,No,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,1987,High,Female,High,1,Human Resources,Medium,Married,2187,Excellent,High,6,Better,1
30,No,Travel_Rarely,Research & Development,1,College,Medical,1989,Very High,Male,High,1,Laboratory Technician,Medium,Married,3748,Excellent,High,12,Good,1
25,No,Travel_Rarely,Research & Development,2,Below College,Other,1992,Very High,Male,High,1,Laboratory Technician,High,Divorced,3977,Excellent,High,7,Good,0
47,No,Travel_Rarely,Research & Development,25,Bachelor,Medical,1993,Low,Male,High,3,Healthcare Representative,High,Single,8633,Outstanding,Medium,25,Better,12
33,No,Non-Travel,Research & Development,1,College,Medical,1994,Medium,Male,Medium,1,Laboratory Technician,High,Divorced,2008,Excellent,High,1,Good,0
38,No,Travel_Rarely,Sales,1,Master,Life Sciences,1995,Very High,Male,High,2,Sales Executive,Medium,Married,4440,Excellent,Low,16,Better,5
31,No,Travel_Rarely,Sales,2,College,Life Sciences,1996,Low,Male,High,1,Sales Representative,High,Married,3067,Excellent,High,3,Better,1
38,No,Travel_Frequently,Research & Development,6,Master,Life Sciences,1997,Low,Male,Medium,2,Manufacturing Director,High,Married,5321,Excellent,Very High,10,Better,7
42,No,Travel_Rarely,Research & Development,18,Master,Life Sciences,1998,Very High,Male,High,2,Research Scientist,Low,Divorced,5410,Excellent,High,9,Good,1
41,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1999,Very High,Male,High,1,Research Scientist,Very High,Married,2782,Outstanding,Low,12,Better,1
47,No,Non-Travel,Research & Development,1,Below College,Medical,2000,High,Female,High,3,Research Director,Medium,Married,11957,Excellent,Low,14,Bad,5
35,No,Travel_Rarely,Research & Development,11,Master,Medical,2003,Very High,Male,High,1,Laboratory Technician,High,Married,2660,Excellent,High,5,Better,2
22,No,Travel_Rarely,Research & Development,1,College,Life Sciences,2007,Very High,Male,High,1,Research Scientist,High,Single,3375,Excellent,Very High,4,Best,1
35,No,Travel_Rarely,Research & Development,9,Master,Medical,2008,Medium,Male,High,2,Research Scientist,High,Single,5098,Excellent,Medium,10,Better,0
33,No,Travel_Rarely,Research & Development,15,College,Medical,2009,Medium,Female,High,2,Healthcare Representative,Very High,Married,4878,Excellent,Low,10,Better,8
32,No,Travel_Rarely,Research & Development,29,Master,Life Sciences,2010,High,Female,Medium,1,Laboratory Technician,Medium,Single,2837,Excellent,High,6,Better,4
40,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,2012,Low,Male,High,1,Laboratory Technician,Very High,Married,2406,Excellent,High,8,Good,0
32,No,Travel_Rarely,Sales,1,Master,Medical,2013,Medium,Male,Medium,1,Sales Representative,Medium,Married,2269,Excellent,Medium,3,Better,2
39,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,2014,Low,Male,High,2,Research Scientist,Very High,Single,4108,Excellent,Low,18,Better,1
38,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,2015,Medium,Female,Low,3,Research Director,High,Married,13206,Excellent,Low,20,Better,1
32,No,Travel_Rarely,Sales,1,Master,Marketing,2016,High,Female,High,3,Sales Executive,Very High,Married,10422,Excellent,High,14,Better,5
37,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,2017,High,Female,Very High,3,Research Director,Very High,Married,13744,Outstanding,Low,16,Better,6
25,No,Travel_Rarely,Sales,8,College,Other,2018,Low,Female,High,2,Sales Executive,High,Divorced,4907,Outstanding,Medium,6,Good,0
52,No,Non-Travel,Sales,29,Master,Life Sciences,2019,Low,Male,High,1,Sales Representative,Very High,Divorced,3482,Excellent,Medium,16,Good,0
44,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,2020,Medium,Male,High,1,Research Scientist,Very High,Single,2436,Excellent,High,6,Better,1
21,No,Travel_Rarely,Sales,5,Below College,Medical,2021,High,Male,High,1,Sales Representative,Low,Single,2380,Excellent,Very High,2,Better,1
39,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,2022,Very High,Male,High,5,Manager,Very High,Single,19431,Excellent,High,21,Good,1
23,Yes,Travel_Frequently,Sales,9,Bachelor,Marketing,2023,Very High,Male,High,1,Sales Representative,Low,Married,1790,Excellent,Low,1,Good,1
36,No,Travel_Rarely,Sales,3,Bachelor,Medical,2024,Low,Female,Medium,3,Sales Executive,Very High,Married,7644,Excellent,High,10,Better,3
36,No,Travel_Frequently,Research & Development,4,College,Life Sciences,2025,Very High,Female,High,2,Manufacturing Director,Medium,Divorced,5131,Excellent,Medium,18,Better,0
